log.txt created successfully
Connection constructed: ADAL | ADAR | 1
Connection constructed: AIMR | OLQDR | 1
Connection constructed: AIMR | PVNR | 1
Connection constructed: AIMR | RIFR | 1
Connection constructed: AIMR | RMGR | 1
Connection constructed: AINL | ADEL | 1
Connection constructed: AINL | AFDR | 5
Connection constructed: AINL | AINR | 2
Connection constructed: AINL | ASEL | 3
Connection constructed: AINL | ASGR | 1
Connection constructed: AINL | ASGR | 1
Connection constructed: AINL | AUAR | 1
Connection constructed: AINL | AUAR | 1
Connection constructed: AINL | BAGL | 3
Connection constructed: AINL | RIBL | 1
Connection constructed: AINL | RIBR | 2
Connection constructed: AINR | AFDL | 4
Connection constructed: AINR | AFDR | 1
Connection constructed: AINR | AIAL | 2
Connection constructed: AINR | AIBL | 2
Connection constructed: AINR | AINL | 2
Connection constructed: AINR | ASEL | 1
Connection constructed: AINR | ASER | 1
Connection constructed: AINR | ASGL | 1
Connection constructed: AINR | AUAL | 1
Connection constructed: AINR | AUAR | 1
Connection constructed: AINR | BAGR | 3
Connection constructed: AINR | RIBL | 2
Connection constructed: AINR | RID | 1
Connection constructed: AIYL | AIYR | 1
Connection constructed: AIYL | AIZL | 13
Connection constructed: AIYL | AWAL | 3
Connection constructed: AIYL | AWCL | 1
Connection constructed: AIYL | AWCR | 1
Connection constructed: AIYL | HSNR | 1
Connection constructed: AIYL | RIAL | 7
Connection constructed: AIYL | RIBL | 4
Connection constructed: AIYL | RIML | 1
Connection constructed: AIYR | ADFR | 1
Connection constructed: AIYR | AIYL | 1
Connection constructed: AIYR | AIZR | 8
Connection constructed: AIYR | AWAR | 1
Connection constructed: AIYR | HSNL | 1
Connection constructed: AIYR | RIAR | 6
Connection constructed: AIYR | RIBR | 2
Connection constructed: AIYR | RIMR | 1
Connection constructed: AIZL | AIAL | 3
Connection constructed: AIZL | AIBL | 2
Connection constructed: AIZL | AIBR | 8
Connection constructed: AIZL | AIZR | 2
Connection constructed: AIZL | ASEL | 1
Connection constructed: AIZL | ASGL | 1
Connection constructed: AIZL | ASHL | 1
Connection constructed: AIZL | AVER | 5
Connection constructed: AIZL | DVA | 1
Connection constructed: AIZL | RIAL | 8
Connection constructed: AIZL | RIGL | 1
Connection constructed: AIZL | RIML | 4
Connection constructed: AIZL | SMBDL | 9
Connection constructed: AIZL | SMBVL | 7
Connection constructed: AIZL | VB2 | 1
Connection constructed: AIZR | AIAR | 1
Connection constructed: AIZR | AIBL | 8
Connection constructed: AIZR | AIBR | 1
Connection constructed: AIZR | AIZL | 2
Connection constructed: AIZR | ASGR | 1
Connection constructed: AIZR | ASHR | 1
Connection constructed: AIZR | AVEL | 4
Connection constructed: AIZR | AVER | 1
Connection constructed: AIZR | AWAR | 1
Connection constructed: AIZR | DVA | 1
Connection constructed: AIZR | RIAR | 7
Connection constructed: AIZR | RIMR | 4
Connection constructed: AIZR | SMBDR | 5
Connection constructed: AIZR | SMBVR | 3
Connection constructed: AIZR | SMDDR | 1
Connection constructed: ALA | ADEL | 1
Connection constructed: ALA | AVAL | 1
Connection constructed: ALA | AVEL | 2
Connection constructed: ALA | AVER | 1
Connection constructed: ALA | RID | 1
Connection constructed: ALA | RMDR | 1
Connection constructed: ALML | AVDR | 1
Connection constructed: ALML | AVEL | 1
Connection constructed: ALML | AVM | 1
Connection constructed: ALML | BDUL | 6
Connection constructed: ALML | CEPDL | 3
Connection constructed: ALML | CEPVL | 2
Connection constructed: ALML | PVCL | 2
Connection constructed: ALML | PVCR | 1
Connection constructed: ALML | PVR | 1
Connection constructed: ALML | RMDDR | 1
Connection constructed: ALML | RMGL | 1
Connection constructed: ALML | SDQL | 1
Connection constructed: ALMR | AVM | 1
Connection constructed: ALMR | BDUR | 5
Connection constructed: ALMR | CEPDR | 1
Connection constructed: ALMR | CEPVR | 1
Connection constructed: ALMR | PVCR | 3
Connection constructed: ALMR | RMDDL | 1
Connection constructed: ALMR | SIADL | 1
Connection constructed: ALNL | SAAVL | 3
Connection constructed: ALNL | SMBDR | 2
Connection constructed: ALNL | SMBDR | 1
Connection constructed: ALNL | SMDVL | 1
Connection constructed: ALNR | ADER | 1
Connection constructed: ALNR | RMHR | 1
Connection constructed: ALNR | SAAVR | 2
Connection constructed: ALNR | SMBDL | 2
Connection constructed: ALNR | SMDDR | 1
Connection constructed: ALNR | SMDVL | 1
Connection constructed: AQR | AVAL | 1
Connection constructed: AQR | AVAR | 3
Connection constructed: AQR | AVBL | 3
Connection constructed: AQR | AVBL | 1
Connection constructed: AQR | AVBR | 4
Connection constructed: AQR | AVDL | 1
Connection constructed: AQR | AVDR | 1
Connection constructed: AQR | AVJL | 1
Connection constructed: AQR | AVKL | 2
Connection constructed: AQR | AVKR | 1
Connection constructed: AQR | BAGL | 2
Connection constructed: AQR | BAGR | 2
Connection constructed: AQR | PVCR | 2
Connection constructed: AQR | PVPL | 1
Connection constructed: AQR | PVPL | 7
Connection constructed: AQR | PVPR | 9
Connection constructed: AQR | RIAL | 3
Connection constructed: AQR | RIAR | 1
Connection constructed: AQR | RIGL | 2
Connection constructed: AQR | RIGR | 1
Connection constructed: AQR | URXL | 1
Connection constructed: AS1 | AVAL | 3
Connection constructed: AS1 | AVAR | 2
Connection constructed: AS1 | DA1 | 2
Connection constructed: AS1 | MDL05 | 3
Connection constructed: AS1 | MDL08 | 3
Connection constructed: AS1 | MDR05 | 3
Connection constructed: AS1 | MDR08 | 4
Connection constructed: AS1 | VA3 | 1
Connection constructed: AS1 | VD1 | 5
Connection constructed: AS1 | VD2 | 1
Connection constructed: AS10 | AVAL | 1
Connection constructed: AS10 | AVAR | 1
Connection constructed: AS10 | MDL19 | 3
Connection constructed: AS10 | MDL20 | 2
Connection constructed: AS10 | MDR19 | 3
Connection constructed: AS10 | MDR20 | 2
Connection constructed: AS11 | MDL21 | 1
Connection constructed: AS11 | MDL22 | 1
Connection constructed: AS11 | MDL23 | 1
Connection constructed: AS11 | MDL24 | 1
Connection constructed: AS11 | MDR21 | 1
Connection constructed: AS11 | MDR22 | 1
Connection constructed: AS11 | MDR23 | 1
Connection constructed: AS11 | MDR24 | 1
Connection constructed: AS11 | PDA | 1
Connection constructed: AS11 | PDB | 1
Connection constructed: AS11 | PDB | 2
Connection constructed: AS11 | VD13 | 2
Connection constructed: AS2 | DA2 | 1
Connection constructed: AS2 | DB1 | 1
Connection constructed: AS2 | DD1 | 1
Connection constructed: AS2 | MDL07 | 3
Connection constructed: AS2 | MDL08 | 2
Connection constructed: AS2 | MDR07 | 3
Connection constructed: AS2 | MDR08 | 3
Connection constructed: AS2 | VA4 | 2
Connection constructed: AS2 | VD2 | 10
Connection constructed: AS3 | AVAL | 2
Connection constructed: AS3 | AVAR | 1
Connection constructed: AS3 | DA2 | 1
Connection constructed: AS3 | DA3 | 1
Connection constructed: AS3 | DD1 | 1
Connection constructed: AS3 | MDL09 | 3
Connection constructed: AS3 | MDL10 | 3
Connection constructed: AS3 | MDR09 | 3
Connection constructed: AS3 | MDR10 | 3
Connection constructed: AS3 | VA5 | 2
Connection constructed: AS3 | VD2 | 1
Connection constructed: AS3 | VD3 | 15
Connection constructed: AS4 | AS5 | 1
Connection constructed: AS4 | DA3 | 1
Connection constructed: AS4 | MDL11 | 2
Connection constructed: AS4 | MDL12 | 2
Connection constructed: AS4 | MDR11 | 3
Connection constructed: AS4 | MDR12 | 2
Connection constructed: AS4 | VD4 | 11
Connection constructed: AS5 | AVAL | 1
Connection constructed: AS5 | AVAR | 1
Connection constructed: AS5 | DD2 | 1
Connection constructed: AS5 | MDL11 | 2
Connection constructed: AS5 | MDL14 | 3
Connection constructed: AS5 | MDR11 | 2
Connection constructed: AS5 | MDR14 | 3
Connection constructed: AS5 | VA7 | 1
Connection constructed: AS5 | VD5 | 9
Connection constructed: AS6 | AVAL | 1
Connection constructed: AS6 | AVAR | 1
Connection constructed: AS6 | AVBR | 1
Connection constructed: AS6 | DA5 | 2
Connection constructed: AS6 | MDL13 | 3
Connection constructed: AS6 | MDL14 | 2
Connection constructed: AS6 | MDR13 | 3
Connection constructed: AS6 | MDR14 | 2
Connection constructed: AS6 | VA8 | 1
Connection constructed: AS6 | VD6 | 13
Connection constructed: AS7 | AVAL | 6
Connection constructed: AS7 | AVAR | 5
Connection constructed: AS7 | AVBL | 2
Connection constructed: AS7 | AVBR | 2
Connection constructed: AS7 | MDL13 | 2
Connection constructed: AS7 | MDL16 | 3
Connection constructed: AS7 | MDR13 | 2
Connection constructed: AS7 | MDR16 | 3
Connection constructed: AS8 | AVAL | 4
Connection constructed: AS8 | AVAR | 3
Connection constructed: AS8 | MDL15 | 2
Connection constructed: AS8 | MDL18 | 3
Connection constructed: AS8 | MDR15 | 2
Connection constructed: AS8 | MDR18 | 3
Connection constructed: AS9 | AVAL | 4
Connection constructed: AS9 | AVAR | 1
Connection constructed: AS9 | AVAR | 1
Connection constructed: AS9 | DVB | 7
Connection constructed: AS9 | MDL17 | 2
Connection constructed: AS9 | MDL20 | 3
Connection constructed: AS9 | MDR17 | 2
Connection constructed: AS9 | MDR20 | 3
Connection constructed: ASEL | ADFR | 1
Connection constructed: ASEL | AIAL | 3
Connection constructed: ASEL | AIBL | 7
Connection constructed: ASEL | AIBR | 2
Connection constructed: ASEL | AIYL | 13
Connection constructed: ASEL | AIYR | 6
Connection constructed: ASEL | AWCL | 4
Connection constructed: ASEL | AWCR | 1
Connection constructed: ASEL | RIAR | 1
Connection constructed: ASER | AFDL | 1
Connection constructed: ASER | AFDR | 2
Connection constructed: ASER | AIAL | 1
Connection constructed: ASER | AIAR | 3
Connection constructed: ASER | AIBL | 2
Connection constructed: ASER | AIBR | 10
Connection constructed: ASER | AIYL | 2
Connection constructed: ASER | AIYR | 14
Connection constructed: ASER | AWAR | 1
Connection constructed: ASER | AWCL | 1
Connection constructed: ASER | AWCR | 1
Connection constructed: ASGL | AIAL | 9
Connection constructed: ASGL | AIBL | 3
Connection constructed: ASGL | AINR | 1
Connection constructed: ASGL | AINR | 1
Connection constructed: ASGL | AIZL | 1
Connection constructed: ASGL | ASKL | 1
Connection constructed: ASGR | AIAR | 10
Connection constructed: ASGR | AIBR | 2
Connection constructed: ASGR | AINL | 1
Connection constructed: ASGR | AIYR | 1
Connection constructed: ASGR | AIZR | 1
Connection constructed: ASHL | ADAL | 1
Connection constructed: ASHL | ADAL | 1
Connection constructed: ASHL | ADFL | 3
Connection constructed: ASHL | AIAL | 7
Connection constructed: ASHL | AIBL | 5
Connection constructed: ASHL | AIZL | 1
Connection constructed: ASHL | ASHR | 1
Connection constructed: ASHL | ASKL | 1
Connection constructed: ASHL | AVAL | 2
Connection constructed: ASHL | AVBL | 6
Connection constructed: ASHL | AVDL | 2
Connection constructed: ASHL | AVDR | 2
Connection constructed: ASHL | RIAL | 4
Connection constructed: ASHL | RICL | 2
Connection constructed: ASHL | RIML | 1
Connection constructed: ASHL | RIPL | 1
Connection constructed: ASHL | RMGL | 1
Connection constructed: ASHR | ADAR | 2
Connection constructed: ASHR | ADAR | 1
Connection constructed: ASHR | ADFR | 2
Connection constructed: ASHR | AIAR | 10
Connection constructed: ASHR | AIBR | 3
Connection constructed: ASHR | AIZR | 1
Connection constructed: ASHR | ASHL | 1
Connection constructed: ASHR | ASKR | 1
Connection constructed: ASHR | AVAR | 5
Connection constructed: ASHR | AVBR | 3
Connection constructed: ASHR | AVDL | 5
Connection constructed: ASHR | AVDR | 1
Connection constructed: ASHR | AVER | 3
Connection constructed: ASHR | HSNR | 1
Connection constructed: ASHR | PVPR | 1
Connection constructed: ASHR | RIAR | 2
Connection constructed: ASHR | RICR | 2
Connection constructed: ASHR | RMGR | 2
Connection constructed: ASHR | RMGR | 1
Connection constructed: ASIL | AIAL | 2
Connection constructed: ASIL | AIBL | 1
Connection constructed: ASIL | AIYL | 2
Connection constructed: ASIL | AIZL | 1
Connection constructed: ASIL | ASER | 1
Connection constructed: ASIL | ASIR | 1
Connection constructed: ASIL | ASKL | 2
Connection constructed: ASIL | AWCL | 1
Connection constructed: ASIL | AWCR | 1
Connection constructed: ASIL | RIBL | 1
Connection constructed: ASIR | AIAL | 1
Connection constructed: ASIR | AIAR | 3
Connection constructed: ASIR | AIAR | 2
Connection constructed: ASIR | AIBR | 1
Connection constructed: ASIR | ASEL | 2
Connection constructed: ASIR | ASHR | 1
Connection constructed: ASIR | ASIL | 1
Connection constructed: ASIR | AWCL | 1
Connection constructed: ASIR | AWCR | 1
Connection constructed: ASJL | ASJR | 1
Connection constructed: ASJL | ASKL | 4
Connection constructed: ASJL | HSNL | 1
Connection constructed: ASJL | HSNR | 1
Connection constructed: ASJL | PVQL | 14
Connection constructed: ASJR | ASJL | 1
Connection constructed: ASJR | ASKR | 4
Connection constructed: ASJR | HSNR | 1
Connection constructed: ASJR | PVQR | 13
Connection constructed: ASKL | AIAL | 11
Connection constructed: ASKL | AIBL | 2
Connection constructed: ASKL | AIML | 2
Connection constructed: ASKL | ASKR | 1
Connection constructed: ASKL | PVQL | 5
Connection constructed: ASKL | RMGL | 1
Connection constructed: ASKR | AIAR | 11
Connection constructed: ASKR | AIMR | 1
Connection constructed: ASKR | ASHR | 1
Connection constructed: ASKR | ASKL | 1
Connection constructed: ASKR | AWAR | 1
Connection constructed: ASKR | CEPVR | 1
Connection constructed: ASKR | PVQR | 4
Connection constructed: ASKR | RIFR | 1
Connection constructed: ASKR | RMGR | 1
Connection constructed: AUAL | AINR | 1
Connection constructed: AUAL | AUAR | 1
Connection constructed: AUAL | AVAL | 3
Connection constructed: AUAL | AVDR | 1
Connection constructed: AUAL | AVEL | 3
Connection constructed: AUAL | AWBL | 1
Connection constructed: AUAL | RIAL | 5
Connection constructed: AUAL | RIBL | 9
Connection constructed: AUAR | AINL | 1
Connection constructed: AUAR | AIYR | 1
Connection constructed: AUAR | AUAL | 1
Connection constructed: AUAR | AVAR | 1
Connection constructed: AUAR | AVER | 4
Connection constructed: AUAR | AWBR | 1
Connection constructed: AUAR | RIAR | 6
Connection constructed: AUAR | RIBR | 13
Connection constructed: AUAR | URXR | 1
Connection constructed: AVAL | AS1 | 3
Connection constructed: AVAL | AS10 | 2
Connection constructed: AVAL | AS10 | 1
Connection constructed: AVAL | AS11 | 4
Connection constructed: AVAL | AS2 | 1
Connection constructed: AVAL | AS3 | 1
Connection constructed: AVAL | AS3 | 2
Connection constructed: AVAL | AS4 | 1
Connection constructed: AVAL | AS5 | 3
Connection constructed: AVAL | AS5 | 1
Connection constructed: AVAL | AS6 | 1
Connection constructed: AVAL | AS7 | 8
Connection constructed: AVAL | AS7 | 6
Connection constructed: AVAL | AS8 | 5
Connection constructed: AVAL | AS8 | 4
Connection constructed: AVAL | AS9 | 8
Connection constructed: AVAL | AS9 | 4
Connection constructed: AVAL | AVAR | 2
Connection constructed: AVAL | AVAR | 5
Connection constructed: AVAL | AVBR | 1
Connection constructed: AVAL | AVDL | 1
Connection constructed: AVAL | AVHL | 1
Connection constructed: AVAL | AVJL | 2
Connection constructed: AVAL | DA1 | 2
Connection constructed: AVAL | DA1 | 2
Connection constructed: AVAL | DA2 | 2
Connection constructed: AVAL | DA2 | 2
Connection constructed: AVAL | DA3 | 6
Connection constructed: AVAL | DA4 | 7
Connection constructed: AVAL | DA4 | 3
Connection constructed: AVAL | DA5 | 7
Connection constructed: AVAL | DA5 | 1
Connection constructed: AVAL | DA6 | 11
Connection constructed: AVAL | DA6 | 10
Connection constructed: AVAL | DA7 | 2
Connection constructed: AVAL | DA7 | 2
Connection constructed: AVAL | DA8 | 4
Connection constructed: AVAL | DA9 | 3
Connection constructed: AVAL | DB5 | 2
Connection constructed: AVAL | DB6 | 1
Connection constructed: AVAL | DB6 | 3
Connection constructed: AVAL | FLPL | 1
Connection constructed: AVAL | LUAL | 1
Connection constructed: AVAL | LUAL | 1
Connection constructed: AVAL | PVCL | 10
Connection constructed: AVAL | PVCL | 2
Connection constructed: AVAL | PVCR | 6
Connection constructed: AVAL | PVCR | 5
Connection constructed: AVAL | PVPL | 1
Connection constructed: AVAL | RIMR | 3
Connection constructed: AVAL | SABD | 4
Connection constructed: AVAL | SABVR | 1
Connection constructed: AVAL | SDQR | 1
Connection constructed: AVAL | URYDL | 1
Connection constructed: AVAL | URYVR | 1
Connection constructed: AVAL | VA1 | 3
Connection constructed: AVAL | VA10 | 5
Connection constructed: AVAL | VA10 | 1
Connection constructed: AVAL | VA11 | 6
Connection constructed: AVAL | VA11 | 1
Connection constructed: AVAL | VA12 | 2
Connection constructed: AVAL | VA2 | 1
Connection constructed: AVAL | VA2 | 4
Connection constructed: AVAL | VA3 | 2
Connection constructed: AVAL | VA3 | 1
Connection constructed: AVAL | VA4 | 2
Connection constructed: AVAL | VA4 | 1
Connection constructed: AVAL | VA5 | 3
Connection constructed: AVAL | VA5 | 5
Connection constructed: AVAL | VA6 | 4
Connection constructed: AVAL | VA6 | 6
Connection constructed: AVAL | VA7 | 2
Connection constructed: AVAL | VA8 | 9
Connection constructed: AVAL | VA8 | 10
Connection constructed: AVAL | VA9 | 7
Connection constructed: AVAL | VA9 | 1
Connection constructed: AVAL | VB9 | 5
Connection constructed: AVAR | ADER | 1
Connection constructed: AVAR | AS1 | 1
Connection constructed: AVAR | AS1 | 2
Connection constructed: AVAR | AS10 | 1
Connection constructed: AVAR | AS10 | 1
Connection constructed: AVAR | AS11 | 6
Connection constructed: AVAR | AS2 | 2
Connection constructed: AVAR | AS3 | 1
Connection constructed: AVAR | AS3 | 1
Connection constructed: AVAR | AS4 | 1
Connection constructed: AVAR | AS5 | 1
Connection constructed: AVAR | AS5 | 1
Connection constructed: AVAR | AS6 | 2
Connection constructed: AVAR | AS6 | 1
Connection constructed: AVAR | AS7 | 3
Connection constructed: AVAR | AS7 | 5
Connection constructed: AVAR | AS8 | 6
Connection constructed: AVAR | AS8 | 3
Connection constructed: AVAR | AS9 | 5
Connection constructed: AVAR | AS9 | 1
Connection constructed: AVAR | AVAL | 1
Connection constructed: AVAR | AVAL | 5
Connection constructed: AVAR | AVBL | 1
Connection constructed: AVAR | AVDL | 1
